P1,P0,P0_ERR,P1_ERR,PSRJ
5.663012196641618e-16,0.670037418385785,2.2447507101854373e-12,2.2447507101854697e-20,J1321+8323
2.37e-15,1.27905759523,7e-11,3e-17,J1321-5922
2.586560692919781e-15,0.5060584137338984,4.097521889773911e-11,1.7926658267760867e-17,J1322-6241
1.108e-14,2.7642094208,5e-10,1e-16,J1322-6329
5.58e-15,0.8441085753,3e-10,1.4e-16,J1324-6146
9.79e-16,2.483803693,1e-10,9e-18,J1324-6302
4.8e-20,0.02896859323602,4e-14,1.4e-21,J1325-6253
2.7382805084422437e-20,0.004108786192190273,1.181748678119341e-15,1.688212397313344e-23,J1326-4728A
-5.432811579315307e-20,0.0047918691610140726,1.6073407039394399e-15,4.592402011255543e-23,J1326-4728B
9.81083932473076e-21,0.0068678596923287,4.716749675351327e-15,9.433499350702654e-23,J1326-4728C
-4.1092803225613236e-20,0.004578833468410412,4.1931431862870644e-16,4.1931431862870654e-23,J1326-4728D
1.6277869149726753e-20,0.004207717040740599,3.5409765389877646e-16,1.0622929616963294e-23,J1326-4728E
3.2418042922760475e-15,0.4779936127568716,4.569557876727322e-12,1.827823150691034e-19,J1326-5859
3.090330942847869e-15,0.7926738766599165,5.654986872651544e-11,1.2566637502516827e-20,J1326-6408
5.326152535450846e-15,0.543015040685032,1.769192006461002e-11,1.179461337640719e-18,J1326-6700
1.2930302601200348e-19,0.04151270974047403,3.446610139993695e-16,3.446610139993695e-24,J1327+3423
1.8047942438981816e-21,0.0026779232387808293,7.171272872802406e-17,5.019891010961685e-25,J1327-0755
1.879196270846388e-14,0.5299291867467958,8.424748288983611e-12,2.8082494296675604e-19,J1327-6222
1.5299413186421723e-15,0.1964799448668183,1.5441747493947182e-12,3.860436873561698e-21,J1327-6301
3.117723454114128e-14,0.28067797416776713,1.260482002926748e-11,3.1512050073181144e-18,J1327-6400
3.014e-15,0.53269880337,1.3e-10,6e-18,J1328-4357
6.1e-16,1.4787213559,4e-10,2e-17,J1328-4921
3.39e-14,1.5652179638,8e-10,3e-16,J1329-6158
5.1e-16,0.6481166471,2e-10,9e-18,J1331-5245
5.602650147575634e-16,0.6504344906472496,1.692260106494188e-11,3.807585239611934e-19,J1332-3032
5.4e-19,0.345602948594,3e-12,1.9e-19,J1333-4449
2.1596e-17,0.1077182159234,2e-13,4e-21,J1334-5839
1.205520239449948e-20,0.003237712879621835,,,J1335-5656
3.306e-16,0.4781454828,6e-12,5e-19,J1336-2522
3.031419490244267e-16,1.2575114925970665,3.162670308027404e-11,4.744005462041109e-19,J1337-4441
3.558153780312405e-16,0.20795301218897672,3.459556422277496e-12,2.1622227639234384e-19,J1337-6306
2.468656517899066e-20,0.009423406717797506,1.687211289211592e-14,1.7760118833806233e-22,J1337-6423
1.3791079422606968e-14,1.2390005792440333,3.0702448707341e-11,9.210734612204837e-19,J1338-6204
5.3e-19,0.1370546579332,4e-13,2e-20,J1339-4712
3.5e-16,0.55817922185,5e-11,3e-17,J1339-6618
5.0512e-15,0.37862206628,4e-11,1.6e-18,J1340-6456
1.9461863569388662e-14,0.6272853658697162,1.5739477209372148e-11,7.869738604686134e-18,J1341-6023
2.531073305817336e-13,0.19333974630573697,1.8690128750783366e-11,2.6166180255672667e-18,J1341-6220
1.858e-20,0.002389420757786,1e-15,4.0000000000000004e-23,J1342+2822B
1.0882e-15,1.39410378554,1e-11,7e-19,J1343+6634
2.9145e-15,0.252397929468,5e-12,1.7e-18,J1344-5855
4.3e-17,0.5401023214,6e-11,4e-18,J1344-6059
3.2503574491775008e-15,1.2530845900978997,1.7272430889349036e-10,7.851104949704108e-17,J1345-6115
3.5e-17,0.2996251068,2e-10,3e-18,J1346-4918
1.4160350185630416e-14,0.6099617543042217,1.488213366855535e-11,6.324906809136061e-18,J1347-5947
3.78734983998826e-15,0.9277722388981355,2.5822839818101774e-10,6.886090618160477e-17,J1348-6307
5.117087056662295e-15,0.2593647641018986,1.2781315362950367e-11,2.018102426359181e-20,J1349-6130
7.575131097212345e-16,0.29569970634618814,6.995065306657751e-12,1.7487663266681105e-20,J1350-5115
8.883508560764036e-15,0.1381577782127541,1.145254300841073e-12,3.8175143361653207e-20,J1350-6225
1.234e-15,0.62890254638,1.6e-11,3e-18,J1352-6803
1.400742674423873e-16,0.8510639078736152,5.070168426995765e-12,6.518787977565987e-20,J1354+2453
1.48e-14,2.951938334,3e-09,1.1e-15,J1354-6249
2.8119130477608848e-15,0.6443045081669496,1.2453848977327647e-11,4.1512829924567805e-20,J1355-5153
7.065524642961014e-16,2.0386738254187833,3.3249527731581246e-10,8.312381932895311e-17,J1355-5747
5.986e-15,1.21338122674,5e-11,1.1e-17,J1355-5925
3.1e-18,0.27660304315,1e-11,6e-19,J1355-6206
7.235e-16,0.507379566696,6e-12,1e-19,J1356-5521
3.6018428120255756e-13,0.1661083275067481,1.3795988233544543e-11,1.3795988246517814e-18,J1357-6429
3.015641763743705e-15,0.06053268765133172,,,J1358-6025
6.3302798126964015e-15,0.12750846621665984,3.251681791385017e-13,1.1380886269893357e-20,J1359-6038
7.2333e-21,0.00308423326039194,8e-17,1.4999999999999998e-24,J1400-1431
3.89e-14,0.0311816011,3e-10,6e-17,J1400-6325
1.682544006905773e-14,0.8428053217935702,5.6825664835485064e-11,3.5516040522902897e-19,J1401-6357
1.345765786735459e-20,0.0058924086360281035,4.513662339412014e-15,2.4304335673757e-23,J1402+1306
5.413e-15,1.380182295,4e-09,4e-18,J1402-5021
9e-17,0.39917017693,5e-11,2e-17,J1403-6310
1.204e-15,1.306197812,8e-10,1.6e-17,J1403-7646
1.3768e-15,2.65043929892,4e-11,6e-19,J1404+1159
2.79e-20,0.00760220343251,1e-14,4e-22,J1405-4656
1.1975912640284643e-15,0.6175746851424614,3.4325864255592925e-11,1.144195475186431e-17,J1405-5641
6.810853855809365e-16,2.4367954315909017,1.7813915926266867e-10,2.3751887901689175e-18,J1406-4233
6.11e-16,0.28834924425,5e-11,1e-17,J1406-5806
5.4701163617396474e-14,0.21307465377616594,1.3620242424549895e-11,2.2700404041024208e-18,J1406-6121
3.15608468789348e-15,0.4923442066385662,4.848056356211184e-11,7.272084534316801e-18,J1407-6048
8.845975759472057e-15,0.7016149492255294,2.9535812218604527e-10,6.399425980697691e-17,J1407-6153
8.4e-16,0.5285907792,3e-10,1e-17,J1409-6953
3.2e-14,0.0500519462,,,J1410-6132
6.74e-18,0.2787294436271,1.5e-12,9e-20,J1410-7404
9.6e-20,0.062453,,6e-21,J1411+2551
3.2913e-15,0.05819907107,1.8e-11,3e-19,J1412+7922
1.9124443507154065e-15,0.5291563979733827,3.640084415710144e-11,2.2400519481293195e-17,J1412-6111
9.90330650824507e-14,0.3152584333739297,1.2920424375739984e-10,3.975515193364117e-18,J1412-6145
3.3344e-13,0.28562462018,1.6e-10,1.5e-16,J1413-6141
2.7679679852638753e-14,0.10974069968815943,2.408604233609359e-11,3.612906350434469e-18,J1413-6205
2.229044034914101e-15,0.29240770249251397,2.5650679343085167e-11,5.9851585133865526e-18,J1413-6222
7.4343e-15,0.394945790784,2e-12,2e-19,J1413-6307
6.39e-15,4.6301880619,4e-10,7e-17,J1414-6802
5.799596373892792e-16,0.3924789731011099,4.621192329795052e-11,9.242384659590204e-19,J1415-6621
1.2e-16,0.794882546,2e-09,5e-17,J1416-5033
4.280149565438421e-15,0.29558048193175473,2.6210346389702515e-11,1.4852529620831443e-17,J1416-6037
8.892e-16,1.0968060034,2e-11,3e-19,J1418-3921
2.71e-16,1.6725956812,3e-10,1.7e-17,J1418-5945
1.693942008382183e-13,0.11057301169006639,1.2226390914211559e-11,9.781112731440985e-18,J1418-6058
2.3218379949850945e-16,0.935772204694025,1.751339238155832e-11,6.129687333545475e-20,J1420-5416
6.751075980283016e-20,0.03411713084786256,1.1639786172901753e-13,1.6295700642062452e-20,J1420-5625
8.3167e-14,0.06817987659,2e-11,3e-18,J1420-6048
1.2366e-20,0.0063857288383424,1e-16,7.000000000000001e-24,J1421-4409
9.683567205085235e-14,0.34096785164255006,1.1625907585373604e-10,1.0463316827044624e-17,J1422-6138
1.4513e-15,0.333410710172,3e-12,6e-20,J1423-6953
7.804227851500183e-16,0.7703748458743364,1.7804322094677225e-11,2.3739096126236305e-18,J1424-5556
3.935605321090149e-15,0.3667361880903664,1.2104588848954734e-10,2.689908633226513e-19,J1424-5822
2.4e-16,1.02350369913,9e-11,7e-17,J1424-6438
2.2e-17,0.35326292024,8e-11,2e-18,J1425-5723
7.42e-16,0.70786760576,4e-11,1.6e-17,J1425-5759
4.782932772982658e-16,0.50173030986895,7.551999115235775e-11,3.0207996460943106e-17,J1425-6210
6.212e-16,0.586485556229,1.8e-11,7e-19,J1427-4158
2.086574115533101e-15,0.570292409826179,3.252334327053505e-12,1.300933730823579e-20,J1428-5530
3.049986303148872e-14,0.11584261007731625,2.6839020619050265e-11,2.683902061942236e-18,J1429-5911
4.2751451946524746e-14,0.7639148305341594,7.002790419720403e-11,8.169922156344229e-18,J1429-5935
4.69408e-14,0.49151880358,9e-12,1.6e-18,J1430-5712
2.777515184655194e-15,0.7854433453623382,6.169212487739812e-13,4.935369990191869e-20,J1430-6623
1.411e-20,0.0020119534425332,9e-16,3e-23,J1431-4715
6.42e-21,0.0041105439567658,1.2e-15,1.2e-22,J1431-5740
5.924e-15,2.0349894792,3e-10,8e-18,J1432-5032
5.63e-15,1.9544296353,5e-10,4e-17,J1433-6038
5.48413721668591e-19,0.04174114787976419,1.7423234263203426e-15,6.96929370528137e-23,J1434+7257
2.96e-17,1.07212121207,3e-11,1.8e-18,J1434-5943
3.02e-15,0.30636786268,4e-11,1.7e-17,J1434-6006
1.030124390808787e-15,0.9633483231519261,1.5776679859233674e-10,7.424319933757023e-17,J1434-6029
1.5479348659691332e-15,0.4729963772025263,8.949022913868581e-12,2.237255728474813e-20,J1435-5954
2.4467683644199873e-20,0.009347972210248112,6.9907667554856776e-15,4.369229222178549e-22,J1435-6100
8.587e-15,0.0616961234035,9e-13,5e-19,J1437-5959
6.3303525014609e-15,0.4676163234503246,6.559950778715958e-11,8.746601038305978e-19,J1437-6146
1.417705344684432e-19,0.02863488819045455,1.1479395503517667e-14,9.839481860158e-22,J1439-5501
1.1208306355134782e-15,0.45960672390058893,6.337150219638965e-12,4.2247668130926554e-19,J1440-6344
3.6e-16,1.1758400229,1e-10,5e-17,J1441-6137
3.38e-16,0.7320612647,5e-10,9e-18,J1443-5122
8.228366971852948e-15,2.7602279448029736,5.333200815089874e-10,2.2856574921813744e-16,J1444-5941
1.8542e-14,4.7585755679,2e-10,8e-18,J1444-6026
9.807454302321139e-21,0.0021946957808815955,1.445006871185843e-17,2.890013742371686e-25,J1446-4701
1.1740992693373644e-14,0.15873015873015872,,,J1447-5757
8.6e-17,0.463329577191,1.8e-11,9e-18,J1449-5846
5.070205209288485e-14,0.3866429281059257,2.9898550770864804e-13,2.5413768155236294e-19,J1452-5851
1.4505554179385003e-15,0.15499219173827564,4.804515899966879e-13,4.8045158999669645e-20,J1452-6036
1.1655537851813271e-20,0.005792302738847545,1.0065231305538232e-16,4.0260925222152925e-24,J1453+1902
2.744886380895832e-15,0.1794877208640261,9.664752582288764e-13,2.2551089358673973e-19,J1453-6413
8.169331316731601e-19,0.045248772998032434,1.0237257289137346e-13,8.189805831309877e-21,J1454-5846
2.4304149760902193e-20,0.007987204929332211,1.2759088516629756e-16,6.3795442583148775e-25,J1455-3330
9.894565256557099e-17,0.26337690718181694,4.162043714199565e-13,2.0810218570997823e-20,J1456-6843
5.297204466186108e-15,1.7483075052319141,6.113158265700478e-11,2.1396053929983745e-19,J1457-5122
3.66e-15,1.4986374368,4e-10,7e-17,J1457-5900
1.2306e-14,0.39073936418,5e-11,1.4e-17,J1457-5902
2.527044787021697e-14,0.10315063827359058,1.0640054176249131e-11,5.320027088380004e-19,J1459-6053
2.39e-16,0.464036813928,9e-12,6e-18,J1501-0046
1.7e-16,0.7829485661,3e-10,8e-17,J1501-5637
1.7199193275825137e-16,1.752508063758967,3.071284513540203e-11,9.213853540620608e-18,J1502+4653
1.8285567677725302e-15,0.5355043977897375,2.2941196804171947e-12,2.0073547203650516e-19,J1502-5653
3.64e-14,0.66810515091,1.4e-10,8e-17,J1502-5828
1.348e-15,0.84210384,3e-11,7e-18,J1502-6128
3.1450166989597787e-19,0.026744423767002628,5.722113621032119e-14,1.3590019849951283e-21,J1502-6752
1.4e-16,3.314002,,2e-17,J1503+2111
5.529e-15,0.41298519981,3e-11,1.2e-17,J1504-5621
1.428e-15,1.67237234272,3e-11,3e-18,J1504-5659
9.797294084096818e-16,0.9992503347825646,8.986511084067606e-12,5.991007389378407e-19,J1505-2524
6.37e-15,0.840738545,3e-09,1.4e-16,J1506-5158
1.5843502801791992e-15,0.286758499837462,8.223043722903168e-13,4.111521861451685e-20,J1507-4352
2.603e-16,0.897254102404,1.1e-11,6e-19,J1507-5800
1.1519066243144444e-15,0.35565630109756796,1.1384226405936353e-11,2.529828090218826e-20,J1507-6640
4.99821260947477e-15,0.739681922904263,3.829905429499438e-12,3.829905429502935e-20,J1509+5531
9.166328453483746e-15,0.08892486294263222,5.535341874556146e-12,1.2652209999500112e-19,J1509-5850
2.121e-15,0.3390384487,4e-11,1.2e-17,J1509-6015
6.1e-16,0.9438712975,1.1e-09,4e-17,J1510-4422
4.847357799833817e-16,0.20038394640312862,3.2122980780873535e-12,8.030745195218535e-20,J1511-5414
3.44e-16,0.30151055002,4e-11,1.9e-17,J1511-5835
1.92e-15,2.0405315742,3e-10,6e-17,J1512-5431
6.8526971252064465e-15,0.12869857304743115,2.9813980868000952e-12,3.3126645561038586e-21,J1512-5759
2.161e-20,0.0021190675651177,1e-16,2.0000000000000002e-23,J1513-2550
2.754732925816063e-14,0.9734580347998374,8.528584909647252e-11,3.7904821820654766e-17,J1513-5739
1.52868976630461e-12,0.15158194339345915,4.365646256958192e-12,6.893131293000108e-20,J1513-5908
8.5284e-15,1.046117156733,8e-12,4e-19,J1513-5946
1.371e-15,1.95873704232,1.2e-10,8e-18,J1513-6013
9.261012405851074e-16,0.45484033257145107,6.206391844011246e-12,1.8619175532050892e-20,J1514-4834
1.864605479802676e-20,0.0035893366796749433,6.441668900029973e-16,1.0306670240047956e-23,J1514-4946
1.6e-18,0.296279212139,4e-12,5e-19,J1514-5316
2.878599206456161e-15,0.14879746784564993,1.771254914982178e-12,3.7639166943371905e-19,J1514-5925
6.093718437825139e-15,0.2866482560809936,1.396842786142673e-11,1.6433444553586526e-20,J1515-5720
2.155e-16,0.650836871901,6e-12,6e-19,J1517-4356
2.098e-15,0.88661249686,5e-11,2e-18,J1517-4636
4.1298577251816923e-20,0.005553592544011013,6.168478028978943e-17,9.252717043468416e-25,J1518+0204A
-3.307999490305711e-21,0.007946940656271776,1.2630773158861059e-17,1.894615973829159e-24,J1518+0204B
2.6079163999463636e-20,0.0024839275728361547,2.4679584748382845e-17,2.4679584748382844e-25,J1518+0204C
2.2179211736468963e-20,0.0029879763276464705,1.7856005069151377e-16,5.356801520745413e-25,J1518+0204D
1.793903072616977e-20,0.003182300350911386,1.0127035523410732e-16,4.0508142093642925e-25,J1518+0204E
2.2120465067170045e-20,0.002654191797482777,1.4089468195649711e-15,1.4089468195649712e-22,J1518+0204F
1.2472256639085166e-20,0.0027501867888584186,1.512705474722276e-16,2.269058212083414e-23,J1518+0204G
2.718997794242557e-20,0.04093498890833287,5.027019950776005e-16,2.0108079803104022e-24,J1518+4904
4.18e-16,0.79499667457,8e-12,6e-18,J1518-0627
2.37e-16,0.499195890475,1.5e-11,8e-18,J1518-3952
4.06e-17,0.214924800284,6e-12,1.4e-18,J1518-5415
4.272922851738174e-15,0.5187577847442734,2.1528771138622866e-11,4.5748638669573735e-18,J1519-5734
8.372434196360532e-15,2.1543070606364485,1.3923116734524164e-10,1.8564155646032252e-17,J1519-6106
5.960326415106296e-15,1.2540516305609108,9.435872952674875e-11,4.7179364763374386e-17,J1519-6308
3.3e-15,1.3896046876,1.6e-09,8e-17,J1522-5525
3.123894426852644e-14,0.1021359808701179,3.129527576490327e-11,2.0863517177480463e-18,J1522-5735
2.0567884196783305e-15,0.39535448157334124,1.4067464949011288e-11,6.252206644022149e-20,J1522-5829
9.533658867726838e-16,1.5048345580049638,2.0380743422693953e-10,9.058108187863983e-18,J1523-3235
3.895005e-14,0.078218548881,5e-12,1.9e-19,J1524-5625
3.563573877281754e-13,1.116174457166813,1.121260876948467e-10,2.4916909405256336e-19,J1524-5706
1.26016e-13,0.96104262694,1e-10,1e-17,J1524-5819
1.6174e-14,1.01169421772,7e-11,1.4e-17,J1525-5417
8.96e-18,0.3551560369998,1.6e-12,7e-20,J1525-5523
1.3136975878074e-19,0.011359881791767347,1.8066568005209822e-14,5.161876572917093e-22,J1525-5545
1.16e-16,0.28034866206,4e-11,7e-18,J1525-5605
3.5372026568836e-21,0.0024891435871920156,1.8587507392977406e-15,8.054586536956875e-24,J1526-2744
1.23e-16,0.30188789663,5e-11,1.7e-17,J1526-5633
1.9061230323075623e-14,2.417605394365937,5.844815842867277e-11,2.9224079214481713e-19,J1527-3931
1.1268549478827751e-14,1.0487185538090213,4.399242420413141e-12,2.1996212102067734e-19,J1527-5552
2.485034216985752e-19,0.060822231369657496,4.069278211662563e-15,3.3294094459057334e-23,J1528-3146
3.955e-16,0.52655613914,4e-12,4e-19,J1528-4109
7.75e-15,3.467301517,1.7e-09,2e-17,J1528-5547
2.4758588843281313e-14,0.35568662209716684,7.590778388333566e-12,1.2651297314330629e-19,J1528-5838
2.7006369055470608e-20,0.008486282115739591,5.0411888903545135e-14,1.2963057146625892e-21,J1529-3828
8.1e-16,0.8912645399,4e-10,4e-17,J1529-5355
4.1e-15,0.8222487311,5e-10,3e-16,J1529-5611
4.640025187973502e-16,0.5053388705925245,5.107347482634564e-12,2.5536737413172838e-19,J1530-2114
4.679845600333702e-15,0.27895841492396983,3.890889862844686e-12,7.003601753132602e-20,J1530-5327
8.25e-16,0.910319586358,1.1e-11,7e-18,J1530-6343
9.63e-17,0.356849312855,6e-12,6e-19,J1531-4012
1.3793888716940061e-14,0.08420606405173385,2.8362644892338817e-12,9.926925712753492e-20,J1531-5610
7.795618393026144e-16,1.1248357427665205,6.3262772410255496e-12,5.061021792820515e-20,J1532+2745
6.5e-17,0.4438246083,4e-11,6e-18,J1532-5308
1.8e-16,1.2214259588,3e-10,2e-17,J1534-4428
1.4288019278907762e-15,1.3688822425450322,5.6215157818653495e-12,3.7476771879102345e-19,J1534-5334
1.5429e-15,0.2896888952,6e-12,4e-19,J1534-5405
4.0705e-15,0.432866133845,6e-12,6e-19,J1535-4114
4.05e-17,0.46840160422,3e-11,9e-19,J1535-4415
1.4338e-14,0.56673415672,4e-11,1e-17,J1535-5450
2.716e-15,0.307177662775,7e-12,3e-18,J1535-5848
7.9e-16,1.31975904174,5e-11,1.9e-18,J1536-3602
2.1189537762280277e-20,0.0030799140584053327,5.691522364297684e-16,9.485870607162806e-25,J1536-4948
1.9112569213394535e-15,0.881438431123562,2.330801123584699e-10,7.769337078615664e-17,J1536-5433
1.366e-15,0.55784066031,3e-11,7e-18,J1536-5907
2.422494234938811e-18,0.037904441178304625,1.580421327143511e-16,2.8734933220791104e-24,J1537+1155
1.932e-15,0.30131077523,8e-11,2e-18,J1537-4912
4.172e-15,1.52812410566,1.2e-10,1.2e-17,J1537-5153
1.586e-20,0.0069270955083835,1.5e-15,1.1e-22,J1537-5312
2.779490428981882e-15,0.43046412386182137,1.482394895457004e-10,5.558980857963768e-17,J1537-5645
6.889090546017426e-15,3.4493849533157874,9.518605244929086e-11,1.1898256556161363e-17,J1538+2345
1.4243388037981537e-15,0.2767261372601285,4.5946413025746886e-11,2.297320651287345e-17,J1538-5438
4.1e-17,0.39573063893,8e-11,1.5e-17,J1538-5519
3.2070502116534117e-15,0.10467590196189355,4.38281778061438e-13,6.574226670922117e-20,J1538-5551
7.3118e-15,1.90849449143,2e-11,7e-19,J1538-5621
7.12e-15,0.84398039688,1.4e-10,8e-17,J1538-5638
4.549818803128422e-15,0.34121281180579016,5.821309147020679e-12,5.821309147020886e-19,J1538-5732
4.2e-17,0.506568335296,1.8e-11,3e-18,J1538-5750
1.267e-15,1.27284159978,1.4e-10,2e-18,J1539-4828
7.28e-16,1.00495831813,8e-11,8e-18,J1539-5521
4.84784360617639e-15,0.24339515084566335,1.066341590193298e-11,1.1848239898651158e-20,J1539-5626
2.016e-16,1.63084630957,3e-11,6e-19,J1539-6322
4.2074633805984384e-16,0.6129162856930118,7.137661092086635e-11,2.629664612874024e-17,J1540-5736
2.097600755473008e-16,0.27770069289356564,3.084706993342658e-12,7.711767483356647e-19,J1541+4703
7.502e-14,0.29583755345,9e-11,3e-17,J1541-5535
4.024772277630897e-15,0.5992480028781958,3.2318835205815553e-10,1.4363926758205853e-18,J1542-5034
5.887022444524372e-16,1.7838649876987605,2.8639568649037486e-10,5.0914788709399984e-17,J1542-5133
7.78e-14,1.20756776526,6e-11,3e-17,J1542-5303
4.3248313326711226e-16,0.7484484162291084,5.601750317558607e-12,3.361050190535227e-20,J1543+0929
8.7953902780698795e-16,0.7090640697858092,3.5194029854285037e-12,3.0166311303674154e-20,J1543-0620
1.0132e-14,0.6442550645,6e-10,1.7e-17,J1543-5013
1.615851764773775e-20,0.002056960392415698,5.500411872757024e-16,1.2693258167900826e-23,J1543-5149
5.209777912368703e-14,0.37713777811030136,5.689316147118996e-11,9.95630325869901e-19,J1543-5459
2.796583306543278e-21,0.002159288390424757,9.325052706046274e-17,4.662526353023138e-25,J1544+4937
1.1366338909207996e-15,0.48412980319437554,3.0469616624333222e-12,7.031449990230889e-20,J1544-0713
6.025313834650606e-17,0.17855387294898442,2.8693336990573865e-12,1.2752594218047532e-21,J1544-5308
5.245440238373402e-20,0.0035752886234746224,1.0226150992917648e-17,2.5565377482294117e-25,J1545-4550
1.18e-14,0.58083988615,4e-11,3e-17,J1546-5302
1.61e-20,0.007796728856036,2e-15,3e-22,J1546-5925
2.94e-15,1.57692463294,5e-11,4e-17,J1547-0944
7.45e-21,0.0042911460641714,6e-16,3e-23,J1547-5709
2.5550760319854956e-17,0.6471977466557735,5.4452440025920386e-11,4.188649232763107e-18,J1547-5750
5.94e-16,0.242190323768,1e-11,3e-18,J1547-5839
8e-19,0.14565471947,3e-11,1.1e-18,J1548-4821
4.047e-15,0.602738077704,1.9e-11,3e-18,J1548-4927
1.0732929527974942e-14,0.17093795592117067,5.551759107156536e-12,8.76593546007621e-21,J1548-5607
8.541e-16,1.262471,,8e-19,J1549+2113
1.4107756181893485e-14,0.2883549019075376,1.6629709890821125e-12,2.4944564836762433e-20,J1549-4848
4.7e-17,0.497772394,8e-11,1e-17,J1549-5722
1.7774e-14,0.74965894957,4e-11,6e-18,J1550-5242
9.35e-16,1.42112434544,1.3e-10,1.1e-17,J1550-5317
2.318e-11,2.06983302,4e-08,5e-14,J1550-5418
2.05e-20,0.00709375570886,1e-14,6e-22,J1551-0658
1.88e-16,0.674060361,2e-10,8e-18,J1551-4424
1.9483427151989052e-13,0.45344775275593824,2.2617635092735154e-11,3.701067560680424e-18,J1551-5310
2.28e-17,0.198838604297,8e-13,5e-19,J1551-6214
2.7975973315389814e-21,0.0024278884863578832,5.894642502189173e-16,1.0020892253721594e-23,J1552+5437
1.9e-20,0.0062843113814174,1.2e-15,4.0000000000000004e-23,J1552-4937
1.571543167479705e-14,1.0813471469557479,7.015869913376014e-10,1.1693116700115206e-19,J1553-5456
2.29442e-15,0.1252295584025,7e-13,5e-20,J1554-5209
3.12e-14,3.418039313,3e-09,1e-15,J1554-5512
2.054e-15,0.97540989108,5e-11,2e-18,J1555-0515
6.937016984211578e-16,0.5325777412091406,1.701834302588582e-12,1.4181952521572208e-20,J1555-2341
4.453098069514556e-20,0.001787501766969385,1.597581283459337e-16,6.390325133837348e-24,J1555-2908
6.223192217419479e-17,0.518109779800833,8.053132317758028e-13,8.053132317758031e-21,J1555-3134
1.042e-14,0.99468068673,1.4e-10,8e-17,J1556-5358
3.3012e-16,0.329186857758,2e-12,2e-20,J1557-4258
7.54e-17,0.408154708451,8e-12,9e-19,J1557-5151
6.041652425362e-15,0.5945752635482934,1.4140789760940903e-10,5.302796160352845e-17,J1558-5419
1.864056536757215e-13,1.1223416862753752,2.39333663542776e-11,3.77895258226272e-18,J1558-5756
1.01916e-15,0.2570560976508,1.1e-12,8e-20,J1559-4438
1.9915247570288424e-14,0.9572668393386173,4.5817990084867315e-11,2.7490794050926998e-18,J1559-5545
9.500142328889738e-21,0.0035979285100650126,1.0356071650830915e-17,3.8835268690615927e-26,J1600-3053
5.061911733056088e-15,0.19260489976863637,3.3386982673397814e-13,3.709664741489062e-20,J1600-5044
2.1291381408435345e-15,0.19445589391970322,7.562618936022173e-13,1.1343928404045349e-20,J1600-5751
8.873024026145519e-16,1.2476661740144739,2.6463404990258567e-10,6.226683527119663e-17,J1600-5916
7.205337000981855e-16,2.55935663097759,6.550306364528959e-09,1.3100612729057924e-16,J1601-5244
6.234733691522089e-14,0.288479334214096,5.825422838802567e-12,8.322032626898904e-19,J1601-5335
4.774427644225966e-21,0.0031157772059381018,9.708067597043443e-17,3.883227038817378e-24,J1602-1009
1.594e-14,0.81999003685,1.4e-10,3e-17,J1602-4957
6.941485312611497e-14,0.8642862082841154,2.2409719494904e-11,1.4939812996646034e-18,J1602-5100
1.5938213256320457e-15,0.28307132309216326,3.205174958285915e-12,1.602587479147022e-20,J1603-2531
3.0093936944493805e-15,0.7783131927918391,3.0288571303691325e-12,2.423085704296438e-20,J1603-2712
1.2425e-16,0.141908588964,9e-13,1.7e-19,J1603-3539
4.96e-14,0.83922081265,6e-11,5e-18,J1603-5312
2.795e-15,0.49607711306,9e-11,3e-18,J1603-5657
1.5629161692872936e-20,0.014841952252617327,4.4056709333794506e-17,3.304253200034588e-25,J1603-7202
9.268175229523052e-16,1.675869311235312,2.2468303586722553e-11,5.617075896680639e-18,J1604-0057
2.648479314569412e-17,0.8838904540050438,1.0937672685537395e-11,1.562524669362485e-19,J1604-3142
4.96066702999811e-15,0.5274658742113556,1.9475417392028475e-11,8.346607453726498e-18,J1604-4718
1.01874904713408e-15,0.3274185215590687,1.0720288825992634e-12,2.1440577651985282e-19,J1604-4909
8.4e-17,0.341402932218,4e-12,2e-19,J1604-7203
4.7466004400962215e-15,1.01360874732883,4.1096107706460794e-10,1.0274026926615206e-16,J1605-5215
2.5593112410762244e-16,0.658013412500465,4.3298165103050704e-12,1.731926604122061e-20,J1605-5257
3.0609257016367315e-16,0.42181623358257625,1.245502544396534e-13,5.337868047414021e-22,J1607-0032
2.5371125094952026e-15,0.34272279246736675,8.222123873364082e-11,3.5237673742988943e-17,J1607-5140
2.49e-17,0.298116357616,9e-12,3e-19,J1607-6449
5.09e-16,1.55791724762,7e-11,3e-18,J1609-1930
5.009292278980781e-16,0.2496089548385271,4.9843704268465486e-12,3.115231516779093e-18,J1609-4616
1.2964013435582039e-14,1.2794023539452164,6.547481533122243e-10,9.821222299683454e-17,J1609-5158
2.298370021803987e-16,1.0183927463615343,1.0371237858417882e-11,8.29699028673432e-20,J1610-1322
1.362463909453137e-14,0.48111885214580963,4.398031647911927e-11,9.259013995604392e-18,J1610-5006
2.615e-15,0.78646802352,9e-11,1.2e-17,J1610-5303
4.0835392474608755e-15,2.5937255578208425,5.3819298154344325e-11,6.727412269293043e-18,J1611-0114
1.95e-15,1.296850239,3e-09,1.4e-16,J1611-4811
5.418501961159148e-16,0.6664379228503169,7.106232080208719e-11,2.2206975250652245e-17,J1611-4949
5.170427501072992e-15,0.18249480209038968,3.9965223348012596e-12,6.327827030142515e-20,J1611-5209
